trip,datetime,lon,lat,dive,prediction
P1108_6_SV_T2,2008-11-25 21:10:05,-77.288445,-11.73878,0,0.5483870967741935
P1108_6_SV_T2,2008-11-25 21:10:10,-77.288952,-11.7383,0,0.5483870967741935
P1108_6_SV_T2,2008-11-25 21:10:15,-77.28952199999999,-11.737963,0,0.5161290322580645
P1108_6_SV_T2,2008-11-25 21:10:20,-77.29013499999999,-11.737645,0,0.5161290322580645
P1108_6_SV_T2,2008-11-25 21:10:25,-77.290633,-11.737308,0,0.5161290322580645
P1108_6_SV_T2,2008-11-25 21:10:30,-77.29111,-11.736927,0,0.5161290322580645
P1108_6_SV_T2,2008-11-25 21:10:35,-77.2916,-11.736537,0,0.5483870967741935
P1108_6_SV_T2,2008-11-25 21:10:40,-77.29214300000001,-11.736233,0,0.5483870967741935
P1108_6_SV_T2,2008-11-25 21:10:45,-77.29262,-11.735862,0,0.5483870967741935
P1108_6_SV_T2,2008-11-25 21:10:50,-77.293157,-11.735533,0,0.5483870967741935
P1108_6_SV_T2,2008-11-25 21:10:55,-77.293722,-11.735207,0,0.5483870967741935
P1108_6_SV_T2,2008-11-25 21:11:00,-77.294278,-11.734942,0,0.5161290322580645
P1108_6_SV_T2,2008-11-25 21:11:05,-77.2948,-11.734691999999999,0,0.5161290322580645
P1108_6_SV_T2,2008-11-25 21:11:10,-77.295355,-11.734453,0,0.5161290322580645
P1108_6_SV_T2,2008-11-25 21:11:15,-77.295948,-11.734115,0,0.5483870967741935
P1108_6_SV_T2,2008-11-25 21:11:20,-77.296428,-11.733675,0,0.5161290322580645
P1108_6_SV_T2,2008-11-25 21:11:25,-77.297027,-11.733419999999999,0,0.5161290322580645
P1108_6_SV_T2,2008-11-25 21:11:30,-77.297688,-11.73305,0,0.5161290322580645
P1108_6_SV_T2,2008-11-25 21:11:35,-77.298262,-11.732712,0,0.4838709677419355
P1108_6_SV_T2,2008-11-25 21:11:40,-77.29883199999999,-11.732428,0,0.4838709677419355
P1108_6_SV_T2,2008-11-25 21:11:45,-77.299355,-11.732053,0,0.4838709677419355
P1108_6_SV_T2,2008-11-25 21:11:50,-77.29985699999999,-11.731817999999999,0,0.5161290322580645
P1108_6_SV_T2,2008-11-25 21:11:55,-77.300395,-11.731338000000001,0,0.4838709677419355
P1108_6_SV_T2,2008-11-25 21:12:00,-77.301077,-11.731002,0,0.4838709677419355
P1108_6_SV_T2,2008-11-25 21:12:05,-77.301663,-11.730545,0,0.4838709677419355
P1108_6_SV_T2,2008-11-25 21:12:10,-77.302098,-11.72991,0,0.4838709677419355
P1108_6_SV_T2,2008-11-25 21:12:15,-77.302515,-11.729592,0,0.4838709677419355
P1108_6_SV_T2,2008-11-25 21:12:20,-77.30306,-11.729208,0,0.4838709677419355
P1108_6_SV_T2,2008-11-25 21:12:25,-77.30360999999999,-11.728707,0,0.4838709677419355
P1108_6_SV_T2,2008-11-25 21:12:30,-77.304262,-11.728402,0,0.4838709677419355
P1108_6_SV_T2,2008-11-25 21:12:35,-77.30460500000001,-11.727739999999999,0,0.4838709677419355
P1108_6_SV_T2,2008-11-25 21:12:40,-77.304837,-11.727,0,0.4838709677419355
P1108_6_SV_T2,2008-11-25 21:12:45,-77.305212,-11.726472,0,0.4838709677419355
P1108_6_SV_T2,2008-11-25 21:12:50,-77.305835,-11.726085000000001,0,0.4838709677419355
P1108_6_SV_T2,2008-11-25 21:12:55,-77.306463,-11.725638,0,0.4838709677419355
