trip,datetime,lon,lat,gaps,dive,step_speed,step_direction,lon_std,lat_std,step_speed_std,step_direction_cos,step_direction_sin,prediction
P1108_6_SV_T2,2008-11-25 21:03:45,-77.26638,-11.767972,0.0,0,16.805374429395773,-1.7879519257492689,1.6708003201070913,0.8231068603885945,0.8354499334213864,0.9995131432773743,-0.031200583580809047,0.8181818181818182
P1108_6_SV_T2,2008-11-25 21:04:00,-77.26678000000001,-11.766010000000001,0.3333333333333333,0,14.8468172174724,27.306744869599243,1.665334859956929,0.8448767918264448,0.7348588322388807,0.8885632341887412,0.45875415948854814,0.9090909090909091
P1108_6_SV_T2,2008-11-25 21:04:15,-77.2664768571429,-11.764263857142902,0.4,0,13.143633670132058,20.93318479225377,1.6694768979700938,0.8642516186764778,0.6473836706761281,0.9339977007404047,0.35727901563293285,0.99999
P1108_6_SV_T2,2008-11-25 21:04:30,-77.266752,-11.764692,0.0,0,3.753665546624254,-157.4700984269671,1.6657174421676268,0.8595010373081626,0.16511681226523844,-0.9236796915321295,-0.3831655353122331,0.99999
P1108_6_SV_T2,2008-11-25 21:04:45,-77.26684,-11.76489,0.4666666666666667,0,1.6023829677557895,-8.661514976010722,1.6645150409345602,0.8573040717502215,0.0546273753237426,0.9885952642506937,-0.15059682433936347,0.99999
P1108_6_SV_T2,2008-11-25 21:05:00,-77.266902,-11.764847,0.06666666666666667,0,0.5520009366404747,101.80068935671088,1.6636678946113161,0.8577811905330062,0.0006799672373352473,-0.2045078291133653,0.9788649282875236,0.99999
P1108_6_SV_T2,2008-11-25 21:05:15,-77.26734499999999,-11.764489999999999,0.0,0,4.168490755991858,4.144912266294966,1.657614897495349,0.8617423860087146,0.1864221508861984,0.9973844320177003,0.07227928312268528,0.99999
P1108_6_SV_T2,2008-11-25 21:05:30,-77.268435,-11.763458,0.0,0,11.016203215874974,4.581931517528858,1.6427215185865842,0.8731932367955868,0.5381192740171394,0.9968041199842438,0.07988458163148464,0.99999
P1108_6_SV_T2,2008-11-25 21:05:45,-77.269553,-11.762158,0.0,0,12.610982498140995,5.862756496079669,1.6274455574673155,0.8876177581356646,0.6200268145115253,0.9947694243539711,0.10214593663219843,0.99999
P1108_6_SV_T2,2008-11-25 21:06:00,-77.270212,-11.760645,0.0,0,12.20585433297836,17.001337334917025,1.6184412118702378,0.9044056818183703,0.5992195141142408,0.9562979314845469,0.2923940256543845,0.6363636363636364
P1108_6_SV_T2,2008-11-25 21:06:15,-77.270847,-11.75913,0.0,0,12.152261419455332,0.7835636255196619,1.6097647938821076,0.9212157970723716,0.5964669929450654,0.9999064881810334,0.013675338879632324,0.6363636363636364
P1108_6_SV_T2,2008-11-25 21:06:30,-77.271987,-11.757747,0.0,0,13.188029599402979,-16.592983649243422,1.5941882324547665,0.9365612686210854,0.649663836599388,0.9583575522262187,-0.28557101059276047,0.6363636363636364
P1108_6_SV_T2,2008-11-25 21:06:45,-77.27351800000001,-11.757475,0.0,0,11.304560552795941,-40.8111062365852,1.5732691837305213,0.9395793223168621,0.5529292483586343,0.7568683821222681,-0.6535673279346361,0.6363636363636364
P1108_6_SV_T2,2008-11-25 21:07:00,-77.274523,-11.75597,0.0,0,13.343282427513024,46.53930153967218,1.5595372151038016,0.9562784797144056,0.6576375903637476,0.6878568495759521,0.7258463711361007,0.6363636363636364
P1108_6_SV_T2,2008-11-25 21:07:15,-77.275813,-11.754610000000001,0.0,0,13.77282928809076,-9.705642792624246,1.5419111061201496,0.9713687481932307,0.6796990300051101,0.985686870579707,-0.16858645605974373,0.6363636363636364
P1108_6_SV_T2,2008-11-25 21:07:30,-77.27703199999999,-11.752965,0.2,0,15.08148235120957,6.920170290521924,1.5252551163131942,0.9896213155812634,0.7469111859143602,0.9927149876835938,0.12048631967307416,0.6363636363636364
P1108_6_SV_T2,2008-11-25 21:07:45,-77.2780786666667,-11.751515,0.6,0,13.176008561174031,0.7115952863481425,1.510953828920153,1.0057102047682687,0.6490464385139783,0.9999228767571513,0.012419361404788698,0.7272727272727273
P1108_6_SV_T2,2008-11-25 21:08:00,-77.278902,-11.750565,0.0,0,9.245584695943005,-5.065541055613437,1.4997040901118845,1.0162512011321625,0.447180665938805,0.9960943482583468,-0.08829523977984029,0.6363636363636364
P1108_6_SV_T2,2008-11-25 21:08:15,-77.279808,-11.749217999999999,0.0,0,11.968488429428863,6.94931218356993,1.487324822872171,1.031197224397616,0.5870284494489527,0.9926535772894293,0.12099122073315485,0.6363636363636364
P1108_6_SV_T2,2008-11-25 21:08:30,-77.28049,-11.747788,0.0,0,11.711598576676762,8.336030736573662,1.478006213316486,1.047064197871686,0.5738346387123396,0.9894348143000875,0.14497844064188045,0.7272727272727273
P1108_6_SV_T2,2008-11-25 21:08:45,-77.281068,-11.745885000000001,0.0,0,14.732985762301587,8.468493184705608,1.4701086233997034,1.068179477956407,0.7290124717878655,0.9890969938746902,0.14726553129653594,0.6363636363636364
P1108_6_SV_T2,2008-11-25 21:09:00,-77.281965,-11.743975,0.0,0,15.600271655300078,-8.132162881167915,1.4578523290134422,1.0893724285406725,0.7735560993549648,0.9899444070874962,-0.1414569576803684,0.6363636363636364
P1108_6_SV_T2,2008-11-25 21:09:15,-77.28348000000001,-11.743025,0.0,0,13.071278640721234,-32.66875556819173,1.4371518986952267,1.099913424904586,0.6436675310401663,0.8418052596932935,-0.5397813490226452,0.6363636363636364
