trip,datetime,lon,lat,gaps,dive,step_speed,step_direction,lon_std,lat_std,step_speed_std,step_direction_cos,step_direction_sin,FCNet,CNNet,UNet,hmm,fpt
P1113_28_SV_T3,2013-11-20 09:15:20,-77.26709699999999,-11.774981,0.0,0,11.159477846054099,5.24798921324117,1.74627237203197,1.65072954699451,0.62056301295115,0.9958081381969559,0.0914666709829989,0.5,0.0400749288608751,0.0695873915419204,0.00291990186704057,0.13043478260869565
P1113_28_SV_T3,2013-11-20 09:15:35,-77.268486,-11.776092,0.0,0,13.030441945713001,-4.22956208163305,1.71619600627896,1.61543747504025,0.7246047194561059,0.997276556816266,-0.0737527574039909,0.5,0.0208714783652751,0.0393629902713572,0.00026142289162722,0.13043478260869565
P1113_28_SV_T3,2013-11-20 09:15:50,-77.269852,-11.777327,0.0,0,13.508040376055698,-3.47311920942371,1.6866176653011102,1.57620641395699,0.7511633026624921,0.998163330000429,-0.0605802496070622,0.5,0.017971670534936,0.0241754263942601,0.000314539830877754,0.17391304347826086
P1113_28_SV_T3,2013-11-20 09:16:05,-77.271332,-11.778705,0.0,0,14.837969750543198,-0.840794870221771,1.65457085370002,1.53243280895879,0.825118822000343,0.9998923294199771,-0.0146741121398433,0.5,0.0357908866964479,0.0139544891486615,0.000207207370333666,0.1956521739130435
P1113_28_SV_T3,2013-11-20 09:16:20,-77.272453,-11.780130999999999,0.0,0,13.3528321935549,-8.855035215395109,1.63029755923736,1.48713443397517,0.742532391906983,0.9880809756864609,-0.153935004097482,0.5,0.063392901603383,0.008504325094031491,0.000232520172226961,0.17391304347826086
P1113_28_SV_T3,2013-11-20 09:16:35,-77.27358199999999,-11.781264,0.0,0,11.745540238164502,6.70843194429932,1.6058510387664802,1.4511435091109397,0.653153125933361,0.9931534689124691,0.11681689598310901,0.5,0.0419470660092156,0.00582952441024973,0.00062444112640513,0.1956521739130435
P1113_28_SV_T3,2013-11-20 09:16:50,-77.275284,-11.781932000000001,0.0,0,13.320859363950698,23.8639465294383,1.5689972054247499,1.4299237934805,0.7407544274049279,0.9145087102742601,0.404566210690549,0.5,0.0250838430781888,0.004527944502087189,0.000202911639297065,0.1956521739130435
P1113_28_SV_T3,2013-11-20 09:17:05,-77.276993,-11.782749,0.0,0,13.816268208425601,-4.181295275576759,1.5319917993258203,1.4039709376868998,0.76830342292345,0.9973383333499549,-0.0729126109170045,0.5,0.0124531104202684,0.004242046742359571,0.000214967182644351,0.1956521739130435
P1113_28_SV_T3,2013-11-20 09:17:20,-77.278801,-11.783562,0.0,0,14.453500548419399,1.35682517639265,1.49284272136998,1.37814514605883,0.8037390254051809,0.9997196166433779,0.0236788534016409,0.5,0.01493528988345,0.00496072963188831,0.000344922058262592,0.1956521739130435
P1113_28_SV_T3,2013-11-20 09:17:35,-77.28064,-11.784336,0.0,0,14.5416831948719,1.4066705926366,1.45302239263044,1.3535582300439,0.808642739497137,0.999698638518827,0.0245485670376798,0.5,0.0184960967871874,0.008209364890427371,0.00234470866461989,0.1956521739130435
