"trip","datetime","lon","lat","gaps","dive","step_speed","step_direction","lon_std","lat_std","step_speed_std","step_direction_cos","step_direction_sin","FCNet","CNNet","UNet","hmm","fpt"
"P1111_51_LB_T1",2011-11-26 15:08:54,-77.35939,-11.634252,0.533333333333333,0,1.44653207417773,-174.755599494791,-0.506099098101431,1.07491659596301,0.0814919985141991,-0.995813865237614,-0.0914042985888698,0.649802003959148,0.376857332540303,0.090910573960096,2.07421482677207e-05,0.606060606060606
"P1111_51_LB_T1",2011-11-26 15:09:09,-77.35939,-11.634252,0.666666666666667,1,0,-62.1708418440421,-0.506099098101431,1.07491659596301,0,0.466836748338071,-0.884343513800569,0.692213468628919,0.697691133180218,0.48433838612934,2.82989031461325e-08,0.606060606060606
"P1111_51_LB_T1",2011-11-26 15:09:24,-77.35939,-11.634252,0.8,1,0,0,-0.506099098101431,1.07491659596301,0,1,0,0.631481209479361,0.863591534167138,0.73651223523742,3.86094897225179e-11,0.606060606060606
"P1111_51_LB_T1",2011-11-26 15:09:39,-77.35939,-11.634252,0.8,1,0,0,-0.506099098101431,1.07491659596301,0,1,0,0.649987449902324,0.876201770062818,0.786101838592057,5.34404102957834e-14,0.606060606060606
"P1111_51_LB_T1",2011-11-26 15:09:54,-77.35939,-11.634252,1,0,0,0,-0.506099098101431,1.07491659596301,0,1,0,0.720996153361432,0.902556343136241,0.796281146298846,8.37668206818744e-16,0.606060606060606
"P1111_51_LB_T1",2011-11-26 15:10:09,-77.35939,-11.634252,1,1,0,0,-0.506099098101431,1.07491659596301,0,1,0,0.604569400956899,0.914700404575015,0.807157233170198,7.65901298003159e-16,0.606060606060606
"P1111_51_LB_T1",2011-11-26 15:10:24,-77.35939,-11.634252,0.733333333333333,1,0,0,-0.506099098101431,1.07491659596301,0,1,0,0.624682008970233,0.886295010316804,0.81280499779883,7.6580338506183e-16,0.606060606060606
"P1111_51_LB_T1",2011-11-26 15:10:39,-77.35939,-11.634252,0.733333333333333,1,0,0,-0.506099098101431,1.07491659596301,0,1,0,0.663869895229273,0.864011807314428,0.822214513421889,7.6580325147736e-16,0.606060606060606
"P1111_51_LB_T1",2011-11-26 15:10:54,-77.35939,-11.634252,0.466666666666667,0,0,0,-0.506099098101431,1.07491659596301,0,1,0,0.668251384028475,0.807146094781879,0.79224803655993,7.65803251295096e-16,0.606060606060606
"P1111_51_LB_T1",2011-11-26 15:11:09,-77.35939,-11.634252,0.533333333333333,0,0,0,-0.506099098101431,1.07491659596301,0,1,0,0.688324725721223,0.780189969195451,0.839036457820494,7.65803251294879e-16,0.606060606060606
"P1111_51_LB_T1",2011-11-26 15:11:24,-77.35939,-11.634252,0.666666666666667,1,0,0,-0.506099098101431,1.07491659596301,0,1,0,0.282836591298488,0.820437685943412,0.882406242971312,7.65803251295771e-16,0.606060606060606
"P1111_51_LB_T1",2011-11-26 15:11:39,-77.35939,-11.634252,0.533333333333333,1,0,0,-0.506099098101431,1.07491659596301,0,1,0,0.573239170194872,0.711585536489221,0.878307449527283,7.65803251945774e-16,0.606060606060606
"P1111_51_LB_T1",2011-11-26 15:11:54,-77.35939,-11.634252,0,0,0,0,-0.506099098101431,1.07491659596301,0,1,0,0.529706709329563,0.618353192384044,0.786753778092119,7.65803728386039e-16,0.606060606060606
"P1111_51_LB_T1",2011-11-26 15:12:09,-77.35939,-11.634252,0.733333333333333,1,0,0,-0.506099098101431,1.07491659596301,0,1,0,0.614931726103187,0.798324453975525,0.865572519254348,7.66152943143789e-16,0.606060606060606
"P1111_51_LB_T1",2011-11-26 15:12:24,-77.35939,-11.634252,0.8,1,0,0,-0.506099098101431,1.07491659596301,0,1,0,0.603604923979813,0.860364256055671,0.90020247273938,1.02211567217398e-15,0.606060606060606
"P1111_51_LB_T1",2011-11-26 15:12:39,-77.35939,-11.634252,0.466666666666667,1,0,0,-0.506099098101431,1.07491659596301,0,1,0,0.49735445949132,0.717672472315761,0.867371245479437,1.88634228197106e-13,0.606060606060606
"P1111_51_LB_T1",2011-11-26 15:12:54,-77.35939,-11.634252,0,0,0,0,-0.506099098101431,1.07491659596301,0,1,0,0.29960749213141,0.649183988741216,0.642383972141929,4.93503836025561e-14,0.606060606060606
"P1111_51_LB_T1",2011-11-26 15:13:09,-77.359886,-11.635035,0,0,6.83803330288866,-148.182697555257,-0.519015751935062,1.05740185347465,0.385228236349896,-0.849733521685801,-0.527212425994918,0.536119936784468,0.250922445556352,0.306954830711028,4.46758987008711e-12,0.0909090909090909
"P1111_51_LB_T1",2011-11-26 15:13:24,-77.3589855,-11.636642,0,0,13.6033237513518,-60.5771777315992,-0.495565254400329,1.02145524915946,0.766358422825489,0.491250739793839,-0.871018203398761,0.617801488634317,0.0449140385312135,0.104700841593524,1.13442805585163e-12,0.0909090909090909
"P1111_51_LB_T1",2011-11-26 15:13:39,-77.35817,-11.638359,0.533333333333333,0,14.0527477115434,3.81244558806,-0.474328296333022,0.983048080765463,0.79167722311341,0.997787048968572,0.0664906377664503,0.530997248647818,0.00575644042765308,0.0603049771156909,6.62104821742364e-06,0.0909090909090909
"P1111_51_LB_T1",2011-11-26 15:13:54,-77.3583432727273,-11.6394172727273,0.6,1,7.95359252502152,34.0580832774297,-0.478840602455848,0.959375827507876,0.4480745099275,0.828470267968403,0.560033048214444,0.63934485106302,0.0150098980631172,0.093674671854254,0.291414823304726,0.121212121212121
"P1111_51_LB_T1",2011-11-26 15:14:09,-77.3584263333333,-11.6393526666667,0.466666666666667,1,0.770915494607289,119.344133148769,-0.481003636923311,0.960820985253388,0.043430384616132,-0.49005403421672,0.871692057752001,0.796007157567103,0.22367421328035,0.26934872808521,0.00154475441465868,0.121212121212121
"P1111_51_LB_T1",2011-11-26 15:14:24,-77.358513,-11.6386,0.8,0,5.62081287597708,45.1106586269086,-0.483260579125285,0.977657208556384,0.316654765362247,0.70573978732783,0.708471137437842,0.746618227700697,0.593265356087621,0.5474023871943,4.86232103524677e-06,0.272727272727273
"P1111_51_LB_T1",2011-11-26 15:14:39,-77.358513,-11.6386,0.266666666666667,0,0,6.43455464568831,-0.483260579125285,0.977657208556384,0,0.993700512378796,0.112068245717144,0.75086560138184,0.744860471698133,0.607745098022625,6.63375667787024e-09,0.272727272727273
"P1111_51_LB_T1",2011-11-26 15:14:54,-77.358513,-11.6386,0.8,1,0,0,-0.483260579125285,0.977657208556384,0,1,0,0.713938913802377,0.875274272299452,0.618599260713504,9.05132927523204e-12,0.272727272727273
"P1111_51_LB_T1",2011-11-26 15:15:09,-77.358513,-11.6386,0.666666666666667,1,0,0,-0.483260579125285,0.977657208556384,0,1,0,0.581200623046232,0.887432982720915,0.603111279706756,1.31197224373077e-14,0.272727272727273
"P1111_51_LB_T1",2011-11-26 15:15:24,-77.358513,-11.6386,0.6,0,0,0,-0.483260579125285,0.977657208556384,0,1,0,0.557264965779129,0.795435492468785,0.588429268957245,1.04832548460954e-15,0.272727272727273
"P1111_51_LB_T1",2011-11-26 15:15:39,-77.358513,-11.6386,0.666666666666667,1,0,0,-0.483260579125285,0.977657208556384,0,1,0,0.640583886938453,0.633144901245168,0.450267445855349,1.91311477491206e-13,0.272727272727273
"P1111_51_LB_T1",2011-11-26 15:15:54,-77.358513,-11.6386,0,0,0,0,-0.483260579125285,0.977657208556384,0,1,0,0.179065648620785,0.259637452086847,0.206501128935512,2.18547223521927e-17,0.272727272727273
"P1111_51_LB_T1",2011-11-26 15:16:09,-77.357895,-11.639877,0,0,10.4870348414561,154.639320860598,-0.467166845114702,0.949092296477668,0.590798809769974,-0.903629449066898,0.42831509286862,0.475853149763758,0.0825090259821688,0.0484634060542709,3.900305796696e-13,0.0909090909090909
"P1111_51_LB_T1",2011-11-26 15:16:24,-77.359367,-11.641061,0,0,13.8442135949273,75.9663818195747,-0.505500140363208,0.922607679483768,0.779929220960676,0.242491172939021,0.970153612087621,0.415604682565414,0.0255712851336367,0.0108703972355731,3.4825590088133e-15,0.0909090909090909
"P1111_51_LB_T1",2011-11-26 15:16:39,-77.361168,-11.642241,0,0,15.7488012299409,5.6134649004369,-0.552401135432675,0.896212537547294,0.887226290616676,0.995204439850221,0.097816782314731,0.0637643799538412,0.0054791116545418,0.00453436948932076,7.65925017024377e-15,0.0909090909090909
