"model","trip","real","p"
"hmm","P1108_46_SV_T2",0,1
"hmm","P1108_46_SV_T2",0,1
"hmm","P1108_46_SV_T2",0,1
"hmm","P1108_46_SV_T2",0,1
"hmm","P1108_46_SV_T2",0,1
"hmm","P1108_46_SV_T2",0,1
"hmm","P1108_46_SV_T2",0,1
"hmm","P1108_46_SV_T2",0,1
"hmm","P1108_46_SV_T2",0,1
"hmm","P1108_46_SV_T2",0,1
"hmm","P1108_46_SV_T2",0,1
"hmm","P1108_46_SV_T2",0,1
"hmm","P1108_46_SV_T2",0,0.00188892627793648
"hmm","P1108_46_SV_T2",0,0.000650686069800714
"hmm","P1108_46_SV_T2",0,0.000492187492499809
"hmm","P1108_46_SV_T2",0,2.22491676067476e-05
"hmm","P1108_46_SV_T2",0,0.00128550197110449
"hmm","P1108_46_SV_T2",0,0.000502962862097557
"hmm","P1108_46_SV_T2",0,0.0158710751176412
"hmm","P1108_46_SV_T2",0,0.0016528655243868
"hmm","P1108_46_SV_T2",0,0.000291506043212269
"hmm","P1108_46_SV_T2",0,0.000745737142680832
"hmm","P1108_46_SV_T2",0,0.0111576114569978
"hmm","P1108_46_SV_T2",0,0.0121158721805863
"hmm","P1108_46_SV_T2",0,2.54898017621619e-05
"hmm","P1108_46_SV_T2",0,7.46200398405808e-06
"hmm","P1108_46_SV_T2",0,0.00369062536200959
"hmm","P1108_46_SV_T2",0,0.00114687796954394
"hmm","P1108_46_SV_T2",0,0.0369981829177696
"hmm","P1108_46_SV_T2",0,1.75743447297314e-05
"hmm","P1108_46_SV_T2",0,5.73996239914207e-06
"hmm","P1108_46_SV_T2",0,5.11498690319159e-05
"hmm","P1108_46_SV_T2",0,3.95562971105078e-05
"hmm","P1108_46_SV_T2",0,5.82021412089336e-06
"hmm","P1108_46_SV_T2",0,7.01715485771775e-06
"hmm","P1108_46_SV_T2",0,4.02229289178561e-06
"hmm","P1108_46_SV_T2",0,3.69815429183633e-06
"hmm","P1108_46_SV_T2",0,2.08260369577821e-06
"hmm","P1108_46_SV_T2",0,3.16254215935404e-06
"hmm","P1108_46_SV_T2",0,2.64643554828719e-06
"hmm","P1108_46_SV_T2",0,3.91306151657812e-06
"hmm","P1108_46_SV_T2",0,5.63402138671594e-06
"hmm","P1108_46_SV_T2",0,3.21216178317892e-06
"hmm","P1108_46_SV_T2",0,2.57112162515254e-06
"hmm","P1108_46_SV_T2",0,2.44607789831262e-06
"hmm","P1108_46_SV_T2",0,2.28343676932785e-06
"hmm","P1108_46_SV_T2",0,2.59849102918179e-06
"hmm","P1108_46_SV_T2",0,4.21456803177008e-06
"hmm","P1108_46_SV_T2",0,5.36010827190619e-06
"hmm","P1108_46_SV_T2",0,1.38910918652174e-05
"hmm","P1108_46_SV_T2",0,1.63771727052802e-05
"hmm","P1108_46_SV_T2",0,1.12658842674031e-05
"hmm","P1108_46_SV_T2",0,3.4998762412166e-06
"hmm","P1108_46_SV_T2",0,2.5136079704906e-06
"hmm","P1108_46_SV_T2",0,3.21032557162179e-06
"hmm","P1108_46_SV_T2",0,3.06173529825285e-06
"hmm","P1108_46_SV_T2",0,2.27775934991295e-06
"hmm","P1108_46_SV_T2",0,2.68934867073834e-06
"hmm","P1108_46_SV_T2",0,0.00169610058422716
"hmm","P1108_46_SV_T2",0,0.0171901128261278
"hmm","P1108_46_SV_T2",0,8.64335716349259e-06
"hmm","P1108_46_SV_T2",0,5.99177679876976e-06
"hmm","P1108_46_SV_T2",0,3.79352837542395e-06
"hmm","P1108_46_SV_T2",0,3.72003277028527e-06
"hmm","P1108_46_SV_T2",0,0.000107346309718206
"hmm","P1108_46_SV_T2",0,0.000702321871942619
"hmm","P1108_46_SV_T2",0,0.0408313762313588
"hmm","P1108_46_SV_T2",0,0.000587971541778661
"hmm","P1108_46_SV_T2",0,4.4214386304333e-05
"hmm","P1108_46_SV_T2",0,8.36427651074543e-06
"hmm","P1108_46_SV_T2",0,2.3929382973188e-05
"hmm","P1108_46_SV_T2",0,0.000109371908549545
"hmm","P1108_46_SV_T2",0,0.000219129563136617
"hmm","P1108_46_SV_T2",0,0.000719531859925088
"hmm","P1108_46_SV_T2",0,0.000264537474342562
"hmm","P1108_46_SV_T2",0,0.000280926652990236
"hmm","P1108_46_SV_T2",0,0.000231495937139597
"hmm","P1108_46_SV_T2",0,0.000231105545506637
"hmm","P1108_46_SV_T2",0,0.000267937965629233
"hmm","P1108_46_SV_T2",0,0.000391903563342178
"hmm","P1108_46_SV_T2",0,0.000464428555777791
"hmm","P1108_46_SV_T2",0,0.00690132746796927
"hmm","P1108_46_SV_T2",0,0.000716666225543136
"hmm","P1108_46_SV_T2",0,0.000148278098415728
"hmm","P1108_46_SV_T2",0,0.000325475837368114
"hmm","P1108_46_SV_T2",0,0.000362248967846468
"hmm","P1108_46_SV_T2",0,0.999999999999422
"hmm","P1108_46_SV_T2",1,1
"hmm","P1108_46_SV_T2",0,0.996118336203217
"hmm","P1108_46_SV_T2",0,0.376539909625635
"hmm","P1108_46_SV_T2",0,0.998942736177989
"hmm","P1108_46_SV_T2",0,1
"hmm","P1108_46_SV_T2",1,0.0271233112516784
"hmm","P1108_46_SV_T2",0,0.0102599766157887
"hmm","P1108_46_SV_T2",0,0.00288888007842112
"hmm","P1108_46_SV_T2",0,0.0157003402337884
"hmm","P1108_46_SV_T2",0,1
"hmm","P1108_46_SV_T2",1,0.00783636820395472
"hmm","P1108_46_SV_T2",0,0.0108394645532739
"hmm","P1108_46_SV_T2",0,0.145611397683559
"hmm","P1108_46_SV_T2",0,1
"hmm","P1108_46_SV_T2",1,0.999996700264604
"hmm","P1108_46_SV_T2",0,0.00188359375594213
"hmm","P1108_46_SV_T2",0,0.999999999999986
"hmm","P1108_46_SV_T2",0,1
"hmm","P1108_46_SV_T2",1,0.926860490691985
"hmm","P1108_46_SV_T2",0,0.000335559950062777
"hmm","P1108_46_SV_T2",0,0.885392608297738
"hmm","P1108_46_SV_T2",0,6.84112164845964e-06
"hmm","P1108_46_SV_T2",0,0.159924572132274
"hmm","P1108_46_SV_T2",0,1
"hmm","P1108_46_SV_T2",1,0.152611978484107
