"ID","step","angle","datetime","dive","gaps","x","y","prediction"
"P1112_31_SV_T3",0.0550834985597729,-0.0575685248637691,2012-11-25 19:01:32,0,0,-77.315666,-11.816546,1.46305860043566e-05
"P1112_31_SV_T3",0.060399991723193,-0.0368234483767452,2012-11-25 19:01:37,0,0,-77.315979,-11.816937,1.01631113239263e-05
"P1112_31_SV_T3",0.060187526423885,-0.115903956906203,2012-11-25 19:01:42,0,0,-77.316338,-11.817353,8.9987907838027e-06
"P1112_31_SV_T3",0.0587828384861573,-0.0486736957901227,2012-11-25 19:01:47,0,0,-77.316742,-11.817724,8.64704542618868e-06
"P1112_31_SV_T3",0.0611026837750918,0.00347432938006193,2012-11-25 19:01:52,0,0,-77.317154,-11.818067,9.31787583107493e-06
"P1112_31_SV_T3",0.0602951629356748,-0.0455532660875953,2012-11-25 19:01:57,0,0,-77.317581,-11.818425,5.57872338289568e-06
"P1112_31_SV_T3",0.0561617774039974,0.0173058812857798,2012-11-25 19:02:02,0,0.2,-77.31801825,-11.818759,7.3919200774977e-05
"P1112_31_SV_T3",0.0524192944546906,-0.167667711492046,2012-11-25 19:02:07,0,0,-77.31842,-11.819077,6.17327918437069e-05
"P1112_31_SV_T3",0.0600709134407385,-0.325865245982284,2012-11-25 19:02:12,0,0,-77.31884,-11.819308,9.54507392632825e-05
"P1112_31_SV_T3",0.0493235054182281,0.033669728743107,2012-11-25 19:02:17,0,0,-77.319382,-11.819407,0.000814669690974159
"P1112_31_SV_T3",0.0254187581039909,-3.03300911206791,2012-11-25 19:02:22,1,0.8,-77.319824,-11.819503,0.999796770064172
"P1112_31_SV_T3",0.0254187641765529,-8.23932457494836e-08,2012-11-25 19:02:27,0,0.4,-77.319603,-11.8194295,0.99921576386468
"P1112_31_SV_T3",0.0258333659603625,-1.82883998940543,2012-11-25 19:02:32,0,0,-77.319382,-11.819356,0.985727715245699
"P1112_31_SV_T3",0.0392667803453962,-0.626220744083415,2012-11-25 19:02:37,0,0,-77.319366,-11.819589,0.100804070282979
"P1112_31_SV_T3",0.0484446347878854,-0.475202031807587,2012-11-25 19:02:42,0,0,-77.319557,-11.81989,0.0032308030738623
"P1112_31_SV_T3",0.0532572000280175,-0.590948372207625,2012-11-25 19:02:47,0,0,-77.319939,-11.820114,0.000250391417288115
"P1112_31_SV_T3",0.0797051510497126,-0.893367701227769,2012-11-25 19:02:52,0,0,-77.320427,-11.820088,2.13631077208999e-05
"P1112_31_SV_T3",0.0813049481378504,0.0512002052710016,2012-11-25 19:02:57,0,0,-77.320854,-11.819503,7.88278362531261e-07
"P1112_31_SV_T3",0.0785109562645774,-0.237466365598232,2012-11-25 19:03:02,0,0,-77.32132,-11.818929,3.30386175960834e-08
"P1112_31_SV_T3",0.0759013756277438,-0.102117101263413,2012-11-25 19:03:07,0,0,-77.321625,-11.818286,2.59021877999792e-09
"P1112_31_SV_T3",0.081521549165404,-0.284196428897782,2012-11-25 19:03:12,0,0,-77.321854,-11.817638,5.99048934713336e-10
"P1112_31_SV_T3",0.0780969475078623,-0.103868107157915,2012-11-25 19:03:17,0,0,-77.321892,-11.816902,1.57484687927401e-10
