"ID","step","angle","datetime","dive","gaps","x","y","prediction"
"P1108_6_SV_T2",0.0701375523645873,NA,2008-11-25 21:03:15,0,0,-77.263737,-11.771312,0.036165100126764
"P1108_6_SV_T2",0.0777391411354619,0.0780934531204987,2008-11-25 21:03:20,0,0,-77.264025,-11.770745,0.000795564582953702
"P1108_6_SV_T2",0.0740490318445306,0.386378196143515,2008-11-25 21:03:25,0,0,-77.264393,-11.770143,0.000197936507448033
"P1108_6_SV_T2",0.0733831630862704,-0.15578863672138,2008-11-25 21:03:30,0,0,-77.264937,-11.769742,1.61227540610653e-05
"P1108_6_SV_T2",0.0875497548743536,0.111016484682699,2008-11-25 21:03:35,0,0,-77.265407,-11.769267,3.14415304315959e-05
"P1108_6_SV_T2",0.0957441655068099,-0.471426995832949,2008-11-25 21:03:40,0,0,-77.266028,-11.768765,0.000892022873131682
"P1108_6_SV_T2",0.0784877345891693,0.0373622312145068,2008-11-25 21:03:45,0,0,-77.26638,-11.767972,0.000702245903004089
"P1108_6_SV_T2",0.0718157890624728,-0.0784616512303976,2008-11-25 21:03:50,0,0,-77.266693,-11.767333,0.0171846055222419
"P1108_6_SV_T2",0.0811342973068534,-0.576835637398701,2008-11-25 21:03:55,0,0,-77.266932,-11.766728,0.702175289972613
"P1108_6_SV_T2",0.0927772966024502,-0.657821423981215,2008-11-25 21:04:00,0,0,-77.26678,-11.76601,0.987924502581263
"P1108_6_SV_T2",0.0721884010315547,1.38181859867122,2008-11-25 21:04:05,0,0,-77.266133,-11.765465,0.999995349707586
"P1108_6_SV_T2",0.0701853160149006,-0.493949854848963,2008-11-25 21:04:10,0,1,-77.2664611428571,-11.7648981428571,0.965438896700749
"P1108_6_SV_T2",0.0521484205556444,0.0570786092552319,2008-11-25 21:04:15,0,0.6,-77.2664768571429,-11.7642638571429,0.912107870691999
"P1108_6_SV_T2",0.0298478558066313,2.83472017520135,2008-11-25 21:04:20,0,0.6,-77.2665158,-11.763794,1
"P1108_6_SV_T2",0.0727870611239892,-0.0397626875906822,2008-11-25 21:04:25,0,0,-77.266577,-11.764057,0.957485980194212
"P1108_6_SV_T2",0.0215216003490098,-0.948589959390372,2008-11-25 21:04:30,0,0,-77.266752,-11.764692,0.999999999999999
"P1108_6_SV_T2",0.0106368295816278,2.01364144533357,2008-11-25 21:04:35,0,0,-77.266937,-11.76476,1
"P1108_6_SV_T2",0.00756490295420319,-0.400338006659495,2008-11-25 21:04:40,0,0,-77.266867,-11.764827,1
"P1108_6_SV_T2",0.00255435390000636,0.711297076333086,2008-11-25 21:04:45,0,0.2,-77.26684,-11.76489,1
"P1108_6_SV_T2",0.00430964088050492,-0.023961306429246,2008-11-25 21:04:50,0,1,-77.266819,-11.76490025,1
"P1108_6_SV_T2",0.0150915846288188,3.07492222749321,2008-11-25 21:04:55,0,0.2,-77.266784,-11.764918375,1
"P1108_6_SV_T2",0.0085510205884832,2.36597895474839,2008-11-25 21:05:00,0,0.2,-77.266902,-11.764847,1
"P1108_6_SV_T2",0.019111349184966,-2.86701977832498,2008-11-25 21:05:05,0,0,-77.266883,-11.764922,1
"P1108_6_SV_T2",0.0514172667021175,0.399709781203967,2008-11-25 21:05:10,0,0,-77.26697,-11.764772,0.26807628631683
"P1108_6_SV_T2",0.0590759346381667,-0.0553645082826044,2008-11-25 21:05:15,0,0,-77.267345,-11.76449,0.0103286229340437
"P1108_6_SV_T2",0.0586879411360758,0.0645238161548062,2008-11-25 21:05:20,0,0,-77.267757,-11.764143,0.000789041034463166
"P1108_6_SV_T2",0.0487127245250333,-0.342495745422716,2008-11-25 21:05:25,0,0,-77.268188,-11.763825,0.00222131003133273
"P1108_6_SV_T2",0.0609490365317129,0.198814023729685,2008-11-25 21:05:30,0,0,-77.268435,-11.763458,0.000555513861916588
"P1108_6_SV_T2",0.0653702152276468,0.0768658368401138,2008-11-25 21:05:35,0,0,-77.26883,-11.763068,0.00409020799721809
"P1108_6_SV_T2",0.0650077233413312,-0.395207608278903,2008-11-25 21:05:40,0,0,-77.269285,-11.762683,0.0898445702118909
"P1108_6_SV_T2",0.0694072229633114,-0.746067730175955,2008-11-25 21:05:45,0,0,-77.269553,-11.762158,0.700445881622675
"P1108_6_SV_T2",0.0588597398736376,1.05540559453574,2008-11-25 21:05:50,0,0,-77.269377,-11.761555,0.823812366513994
"P1108_6_SV_T2",0.0769314957948845,-0.0710996428404928,2008-11-25 21:05:55,0,0,-77.269755,-11.761175,0.166074423128446
"P1108_6_SV_T2",0.0592332923054614,-0.177950948823662,2008-11-25 21:06:00,0,0,-77.270212,-11.760645,0.0146886558263358
"P1108_6_SV_T2",0.068750919899605,-0.181860290750223,2008-11-25 21:06:05,0,0,-77.270485,-11.760182,0.0108015885714565
"P1108_6_SV_T2",0.0541519848023836,-0.0398639791220549,2008-11-25 21:06:10,0,0,-77.270698,-11.759597,0.0561696600366971
"P1108_6_SV_T2",0.0429935270177138,-0.246253287513123,2008-11-25 21:06:15,0,0,-77.270847,-11.75913,0.763912711863294
"P1108_6_SV_T2",0.075480898565697,1.00430979460506,2008-11-25 21:06:20,0,0,-77.27087,-11.758742,0.997938328283165
"P1108_6_SV_T2",0.0921588200401532,-0.412194132109357,2008-11-25 21:06:25,0,0,-77.271475,-11.75841,0.976114668455924
"P1108_6_SV_T2",0.0619121732913472,0.437214840398247,2008-11-25 21:06:30,0,0,-77.271987,-11.757747,0.187613461543967
"P1108_6_SV_T2",0.0619336939969913,0.456329023426607,2008-11-25 21:06:35,0,0,-77.27249,-11.757487,0.0605614865189883
"P1108_6_SV_T2",0.0501406647853315,0.0334133236018852,2008-11-25 21:06:40,0,0,-77.273058,-11.757472,0.0410408368465286
"P1108_6_SV_T2",0.0670633512631835,-0.720592759806059,2008-11-25 21:06:45,0,0,-77.273518,-11.757475,0.0711430185147711
"P1108_6_SV_T2",0.072708226707032,-0.400398627215819,2008-11-25 21:06:50,0,0,-77.273983,-11.757078,0.0186826421577872
"P1108_6_SV_T2",0.0632641594825806,-0.0187476251860885,2008-11-25 21:06:55,0,0,-77.274277,-11.756488,0.00191561199469016
"P1108_6_SV_T2",0.0746334632749293,0.378843222046728,2008-11-25 21:07:00,0,0,-77.274523,-11.75597,0.00277305842654032
"P1108_6_SV_T2",0.0680853775141474,-0.129853667191565,2008-11-25 21:07:05,0,0,-77.275022,-11.755508,0.000378717301309959
"P1108_6_SV_T2",0.0635047282425176,0.0583389177972261,2008-11-25 21:07:10,0,0,-77.275418,-11.755032,0.000344270688684752
"P1108_6_SV_T2",0.0813563433971097,0.153554221024302,2008-11-25 21:07:15,0,0,-77.275813,-11.75461,0.00110041244346991
"P1108_6_SV_T2",0.0750449269325696,-0.534733725162831,2008-11-25 21:07:20,0,0,-77.276397,-11.754152,0.00244754786769024
"P1108_6_SV_T2",0.0744926666091525,0.243482150276036,2008-11-25 21:07:25,0,0,-77.276642,-11.753518,0.000578555703545572
"P1108_6_SV_T2",0.0573562471549737,-0.0213270468899845,2008-11-25 21:07:30,0,0,-77.277032,-11.752965,0.00026544838234656
"P1108_6_SV_T2",0.0724433012192406,0.0598355612807833,2008-11-25 21:07:35,0,0,-77.277323,-11.752533,5.65892711731328e-05
"P1108_6_SV_T2",0.0670911014669257,-0.0297394592257203,2008-11-25 21:07:40,0,0.6,-77.277723,-11.75201,0.0015769549667705
"P1108_6_SV_T2",0.0668421779456518,0.0333413868396634,2008-11-25 21:07:45,0,1,-77.2780786666667,-11.751515,0.079461065794699
"P1108_6_SV_T2",0.0251970437252954,0.0738882887544494,2008-11-25 21:07:50,0,0.6,-77.2784495,-11.75103375,0.999999597396912
"P1108_6_SV_T2",0.0463940161897364,0.057232311597771,2008-11-25 21:07:55,0,0.2,-77.2786025,-11.750863,0.437355637126852
"P1108_6_SV_T2",0.0557963019628399,-0.290335299161838,2008-11-25 21:08:00,0,0,-77.278902,-11.750565,0.0399848187538942
"P1108_6_SV_T2",0.0562172482457858,0.227021052819211,2008-11-25 21:08:05,0,0,-77.279143,-11.75012,0.0030287387631103
"P1108_6_SV_T2",0.0675185774732224,-0.162992460974057,2008-11-25 21:08:10,0,0,-77.279482,-11.749737,0.000505353725359472
"P1108_6_SV_T2",0.050473708545392,-0.219777139252105,2008-11-25 21:08:15,0,0,-77.279808,-11.749218,0.00121001337221216
"P1108_6_SV_T2",0.0610886238000537,0.0247295606093825,2008-11-25 21:08:20,0,0,-77.27996,-11.748787,0.000593213686539496
