trip,datetime,lon,lat,gaps,dive,step_speed,step_direction,prediction
P1109_15_LB_T4,2009-12-03 19:30:28,-77.26298299999999,-11.772967999999999,0.5,0,,,0.125
P1109_15_LB_T4,2009-12-03 19:30:58,-77.264111,-11.775916,0.5,0,11.680491342708311,,0.125
P1109_15_LB_T4,2009-12-03 19:31:28,-77.2671325,-11.7752325,0.5,0,11.264264790666918,82.47606709247219,0.125
P1109_15_LB_T4,2009-12-03 19:31:58,-77.265896,-11.7699975,0.5,0,19.936513455377955,90.00886392028724,0.125
P1109_15_LB_T4,2009-12-03 19:32:28,-77.26576800000001,-11.7648445,0.5,0,19.125398205060737,-11.626769342852526,0.125
P1109_15_LB_T4,2009-12-03 19:32:58,-77.266649,-11.75982,0.5,0,18.915637938075985,-11.133539855283743,0.125
P1109_15_LB_T4,2009-12-03 19:33:28,-77.268986,-11.755989,0.5,0,16.55663965053567,-21.106392401731,0.125
P1109_15_LB_T4,2009-12-03 19:33:58,-77.27107149999999,-11.7535875,0.5,0,11.695742574172126,-9.524635667722748,0.125
P1109_15_LB_T4,2009-12-03 19:34:28,-77.2715975,-11.7497945,0.6,1,14.202707283920518,32.63970681243643,0.125
P1109_15_LB_T4,2009-12-03 19:34:58,-77.274008,-11.7487506,0.8333333333333334,1,9.574948146483012,-58.40712270754938,0.20833333333333334
P1109_15_LB_T4,2009-12-03 19:35:28,-77.2743955,-11.748609599999998,0.4666666666666667,1,1.501738687821603,-3.4731625247369493,0.20833333333333334
P1109_15_LB_T4,2009-12-03 19:35:58,-77.274642,-11.748682,0.3333333333333333,0,0.9348819186065674,-37.087004342083105,0.20833333333333334
P1109_15_LB_T4,2009-12-03 19:36:28,-77.2778535,-11.74841,0.6666666666666666,1,11.709923252302987,21.643004069841368,0.4166666666666667
P1109_15_LB_T4,2009-12-03 19:36:58,-77.2788829333333,-11.748451666666698,0.8333333333333334,1,3.7427976313778184,-7.311346703732397,0.4166666666666667
P1109_15_LB_T4,2009-12-03 19:37:28,-77.27904075,-11.7485784,0.6666666666666666,1,0.7414774478948675,-36.9920177790886,0.4166666666666667
P1109_15_LB_T4,2009-12-03 19:37:58,-77.2791553333333,-11.748757619047598,0.8333333333333334,1,0.7845079987701625,-18.59588679369,0.4166666666666667
P1109_15_LB_T4,2009-12-03 19:38:28,-77.27905275862071,-11.7488268965517,0.7666666666666667,1,0.4526807886307894,-87.44525086709001,0.4166666666666667
P1109_15_LB_T4,2009-12-03 19:38:58,-77.2789904482759,-11.7488171724138,0.6333333333333333,1,0.22921087566054593,-43.65610535504646,0.4166666666666667
P1109_15_LB_T4,2009-12-03 19:39:28,-77.279092,-11.749047000000001,0.0,0,0.9291291825262864,122.45015671779832,0.4166666666666667
P1109_15_LB_T4,2009-12-03 19:39:58,-77.279157,-11.749137,0.26666666666666666,0,0.40898447477677247,11.87031849015571,0.4166666666666667
P1109_15_LB_T4,2009-12-03 19:40:28,-77.280602,-11.750982,0.8,1,8.626572000045567,2.2165730728123094,0.625
P1109_15_LB_T4,2009-12-03 19:40:58,-77.280712,-11.751203958333301,0.6666666666666666,1,0.9153788439420221,-11.597610890675128,0.625
P1109_15_LB_T4,2009-12-03 19:41:28,-77.28102511111109,-11.75108,0.6333333333333333,1,1.226894270093043,86.13404108895384,0.6666666666666666
P1109_15_LB_T4,2009-12-03 19:41:58,-77.28101871428571,-11.7510092857143,0.8,1,0.2634060261769263,73.044381433485,0.6666666666666666
P1109_15_LB_T4,2009-12-03 19:42:28,-77.281038,-11.750952999999999,0.7666666666666667,1,0.22028072293133455,-23.605624634363664,0.6666666666666666
P1109_15_LB_T4,2009-12-03 19:42:58,-77.281173,-11.75097,0.16666666666666666,1,0.4944473703983132,-78.78477647353469,0.6666666666666666
P1109_15_LB_T4,2009-12-03 19:43:28,-77.2812808823529,-11.750866823529401,0.7,1,0.5478513811420302,51.658364581434114,0.6666666666666666
P1109_15_LB_T4,2009-12-03 19:43:58,-77.2815730769231,-11.7506948846154,0.7666666666666667,1,1.2384080181228823,-13.321769943721506,0.6666666666666666
P1109_15_LB_T4,2009-12-03 19:44:28,-77.2813090714286,-11.750587142857098,0.7333333333333333,1,1.0390240556931338,126.36435909229925,0.6666666666666666
P1109_15_LB_T4,2009-12-03 19:44:58,-77.281348,-11.750073,0.6666666666666666,1,1.9129153473003915,-71.6112247076797,0.6666666666666666
