trip,datetime,lon,lat,gaps,dive,step_speed,step_direction,lon_std,lat_std,step_speed_std,step_direction_cos,step_direction_sin,prediction
P1108_6_SV_T2,2008-11-25 21:04:15,-77.2664768571429,-11.764263857142902,0.2,0,13.763230119795532,36.29969392452347,1.6758096685989061,0.8657243919371813,0.6524952141132636,0.8059314447861142,0.5920088735018812,0.5
P1108_6_SV_T2,2008-11-25 21:04:45,-77.26684,-11.76489,0.26666666666666666,0,2.67161277524025,-148.94795743258922,1.670838751302858,0.8587783269251161,0.01785234910470151,-0.8566991307976018,-0.5158164395311897,0.5
P1108_6_SV_T2,2008-11-25 21:05:15,-77.26734499999999,-11.764489999999999,0.0,0,2.359608282811123,99.38818883932052,1.6639260083274858,0.8632156944896243,0.0,-0.1631225831939538,0.9866058092531848,0.5
P1108_6_SV_T2,2008-11-25 21:05:45,-77.269553,-11.762158,0.0,0,11.798206408950064,8.195643715136839,1.6337015796344125,0.8890855473906427,0.5400600084150701,0.989787072340706,0.14255367910795622,0.5
P1108_6_SV_T2,2008-11-25 21:06:15,-77.270847,-11.75913,0.0,0,12.178773250415984,20.125653852635992,1.615988531297139,0.9226764198538846,0.5618353747203052,0.9389402863343836,0.3440801341232966,0.5
P1108_6_SV_T2,2008-11-25 21:06:45,-77.27351800000001,-11.757475,0.0,0,11.482505023302286,-34.9673087956769,1.579426280826567,0.9410360281520129,0.5219961295729973,0.8194791759549372,-0.5731089601255742,0.5
P1108_6_SV_T2,2008-11-25 21:07:15,-77.275813,-11.754610000000001,0.1,0,13.509464363168368,19.565247928289295,1.548010943937996,0.9728186733327151,0.6379751831904527,0.942260743637588,0.3348801143686195,0.5
P1108_6_SV_T2,2008-11-25 21:07:45,-77.2780786666667,-11.751515,0.3,0,14.128474467853595,2.47620008155792,1.5169971393140447,1.0071528048630454,0.6733938542555455,0.9990662543140744,0.04320439203189098,0.5
P1108_6_SV_T2,2008-11-25 21:08:15,-77.279808,-11.749217999999999,0.0,0,10.587860150024198,-0.7645502397625705,1.4933249871316696,1.0326343881021849,0.4708061211274624,0.9999109712341689,-0.013343522980872461,0.5
P1108_6_SV_T2,2008-11-25 21:08:45,-77.281068,-11.745885000000001,0.0,0,13.186675150196418,16.08307606583429,1.4760773511927394,1.0696087533333472,0.6195057513167559,0.9608610249944523,0.2770308478249501,0.5
P1108_6_SV_T2,2008-11-25 21:09:15,-77.28348000000001,-11.743025,0.0,0,13.761725695000045,-19.236147481669377,1.4430604481096057,1.1013359314195346,0.652409133568584,0.9441687027839223,-0.32946238128703764,0.543466094555611
P1108_6_SV_T2,2008-11-25 21:09:45,-77.286017,-11.740138,0.0,0,14.131063016117993,-1.1614994071526894,1.4083324700327682,1.1333626318162986,0.6735419664411446,0.9997945302694068,-0.02027060046905673,0.545702049044982
P1108_6_SV_T2,2008-11-25 21:10:15,-77.28952199999999,-11.737963,0.0,0,15.07501336819801,-16.925629602810545,1.3603539272028653,1.1574908179482541,0.7275531477918948,0.9566834511517751,-0.29113016726599994,0.5482618467515855
P1108_6_SV_T2,2008-11-25 21:10:45,-77.29262,-11.735862,0.0,0,13.690694282521495,2.3424463722755036,1.317946644552972,1.1807980910808005,0.6483448408941598,0.9991643901306861,0.04087201358844577,0.5497357623432202
P1108_6_SV_T2,2008-11-25 21:11:15,-77.295948,-11.734115,0.0,0,13.718209037022156,-6.511078363476088,1.2723909839143994,1.2001782939187486,0.6499191868244112,0.9935499488190591,-0.11339532266211437,0.5510064901569068
P1108_6_SV_T2,2008-11-25 21:11:45,-77.299355,-11.732053,0.0,0,14.551003145634798,3.524064852606216,1.2257539238794697,1.2230529237137255,0.6975702031400458,0.9981090693297929,0.06146776164473978,0.5533232155255482
P1108_6_SV_T2,2008-11-25 21:12:15,-77.302515,-11.729592,0.0,0,14.668727196263115,6.777262917342625,1.1824979480327804,1.2503538276543076,0.7043061665663213,0.9930124169896183,0.11800991358541184,0.5538111915130899
P1108_6_SV_T2,2008-11-25 21:12:45,-77.305212,-11.726472,0.0,0,15.166311991329588,11.257124008539847,1.1455797939635899,1.2849652946574086,0.7327770946659732,0.9807610157975531,0.19521226880437512,0.5562045798529515
P1108_6_SV_T2,2008-11-25 21:13:15,-77.308415,-11.723519999999999,0.0,0,15.980565413674045,-6.488913608646669,1.1017352083189154,1.3177130672834159,0.779367245475078,0.9935937412230013,-0.11301096142622413,0.5599016574777714
P1108_6_SV_T2,2008-11-25 21:13:45,-77.312348,-11.721282,0.0,0,16.52637997599426,-13.10430289521969,1.0478979447095795,1.3425401388067693,0.8105977961543562,0.9739589430897843,-0.22672445208982303,0.5630364069989169
P1108_6_SV_T2,2008-11-25 21:14:15,-77.315945,-11.719078,0.0,0,15.41591946645986,1.874420193858839,0.9986600506840102,1.3669900340871664,0.7470591960244365,0.9994649185268061,0.032708968712035526,0.5664978978639174
P1108_6_SV_T2,2008-11-25 21:14:45,-77.320267,-11.717883,0.0,0,16.31617165586932,-16.26905704349349,0.9394979216935587,1.3802466696860973,0.7985700452512638,0.9599567278713826,-0.2801483189570628,0.5698457480212049
P1108_6_SV_T2,2008-11-25 21:15:15,-77.32446,-11.717393,0.0,0,15.34164360145967,-8.962513016088792,0.8821016220968678,1.3856824449526195,0.7428092614747337,0.9877904797676746,-0.15578821547327376,0.57349934846799
P1108_6_SV_T2,2008-11-25 21:15:45,-77.328623,-11.716395,0.0,0,15.57129076813086,6.951273150200791,0.8251159804988525,1.3967536770260347,0.7559492690380892,0.9926494357442878,0.12102519455281638,0.5779652003709922
