model,FP,TP
deep_new_network,0.9171793658305727,1.0
deep_new_network,0.9058211074301941,1.0
deep_new_network,0.8892569805963085,1.0
deep_new_network,0.8726928537624231,1.0
deep_new_network,0.8584950307619499,1.0
deep_new_network,0.8353052531945102,1.0
deep_new_network,0.8173213440605773,1.0
deep_new_network,0.79649787032655,1.0
deep_new_network,0.7766209181258874,1.0
deep_new_network,0.7543776620918126,1.0
deep_new_network,0.7406530998580217,1.0
deep_new_network,0.7240889730241363,1.0
deep_new_network,0.7061050638902036,1.0
deep_new_network,0.6871746332229058,1.0
deep_new_network,0.6663511594888784,1.0
deep_new_network,0.6502602934216754,1.0
deep_new_network,0.6346426881211548,1.0
deep_new_network,0.6204448651206815,1.0
deep_new_network,0.6100331282536677,1.0
deep_new_network,0.592049219119735,1.0
deep_new_network,0.5821107430194037,1.0
deep_new_network,0.5693327023189777,1.0
deep_new_network,0.5556081400851869,1.0
deep_new_network,0.5399905347846663,1.0
deep_new_network,0.526739233317558,1.0
deep_new_network,0.5134879318504496,1.0
deep_new_network,0.5054424988168481,1.0
deep_new_network,0.49645054424988166,1.0
deep_new_network,0.486038807382868,1.0
deep_new_network,0.4784666351159489,1.0
deep_new_network,0.46947468054898245,1.0
deep_new_network,0.4623757690487458,1.0
deep_new_network,0.4548035967818268,1.0
deep_new_network,0.4472314245149077,1.0
deep_new_network,0.4415522953147184,1.0
deep_new_network,0.4363464268812116,1.0
deep_new_network,0.4330336015144345,1.0
deep_new_network,0.42924751538097494,1.0
deep_new_network,0.42451490771415057,1.0
deep_new_network,0.42167534311405586,1.0
deep_new_network,0.4169427354472315,1.0
deep_new_network,0.41126360624704206,1.0
deep_new_network,0.4065309985802177,1.0
deep_new_network,0.40085186938002837,1.0
deep_new_network,0.39753904401325135,1.0
deep_new_network,0.3904401325130147,1.0
deep_new_network,0.3861807856128727,1.0
deep_new_network,0.38192143871273077,1.0
deep_new_network,0.3781353525792712,1.0
deep_new_network,0.3724562233790818,1.0
deep_new_network,0.36867013724562236,1.0
deep_new_network,0.3663038334122102,1.0
deep_new_network,0.3620444865120682,1.0
deep_new_network,0.35731187884524374,1.0
deep_new_network,0.3530525319451018,1.0
deep_new_network,0.34926644581164223,1.0
deep_new_network,0.3454803596781827,1.0
deep_new_network,0.34406057737813533,1.0
deep_new_network,0.34169427354472315,1.0
deep_new_network,0.3398012304779934,1.0
deep_new_network,0.33648840511121625,1.0
deep_new_network,0.335068622811169,1.0
deep_new_network,0.33128253667770946,1.0
deep_new_network,0.3293894936109796,1.0
deep_new_network,0.32607666824420256,1.0
deep_new_network,0.322290582110743,1.0
deep_new_network,0.31992427827733083,1.0
deep_new_network,0.3156649313771889,1.0
deep_new_network,0.31187884524372933,1.0
deep_new_network,0.30951254141031703,1.0
deep_new_network,0.3057264552768575,1.0
deep_new_network,0.3024136299100805,1.0
deep_new_network,0.29957406530998587,1.0
deep_new_network,0.29626123994320874,1.0
deep_new_network,0.29152863227638437,1.0
