model,trip,real,p
simple_network_matrix,P1108_46_SV_T2,0,0.11419339357857304
simple_network_matrix,P1108_46_SV_T2,0,0.15822129587068814
simple_network_matrix,P1108_46_SV_T2,0,0.20500105225524165
simple_network_matrix,P1108_46_SV_T2,0,0.21861812159323907
simple_network_matrix,P1108_46_SV_T2,0,0.17444626071173108
simple_network_matrix,P1108_46_SV_T2,0,0.14617663889379207
simple_network_matrix,P1108_46_SV_T2,0,0.1456736323915653
simple_network_matrix,P1108_46_SV_T2,0,0.12132433764005363
simple_network_matrix,P1108_46_SV_T2,0,0.09783115472915097
simple_network_matrix,P1108_46_SV_T2,0,0.07714038838085191
simple_network_matrix,P1108_46_SV_T2,0,0.06758252878328204
simple_network_matrix,P1108_46_SV_T2,0,0.06499524742455802
simple_network_matrix,P1108_46_SV_T2,0,0.066979576736258
simple_network_matrix,P1108_46_SV_T2,0,0.07165504513905928
simple_network_matrix,P1108_46_SV_T2,0,0.07701390851568138
simple_network_matrix,P1108_46_SV_T2,0,0.083815356195531
simple_network_matrix,P1108_46_SV_T2,0,0.090298490178482
simple_network_matrix,P1108_46_SV_T2,0,0.0970312004581213
simple_network_matrix,P1108_46_SV_T2,0,0.10347335638684244
simple_network_matrix,P1108_46_SV_T2,0,0.1076480215144344
simple_network_matrix,P1108_46_SV_T2,0,0.11107555819008441
simple_network_matrix,P1108_46_SV_T2,0,0.11600770617869266
simple_network_matrix,P1108_46_SV_T2,0,0.11363577571399551
simple_network_matrix,P1108_46_SV_T2,0,0.10748730425500416
simple_network_matrix,P1108_46_SV_T2,0,0.10144183484408423
simple_network_matrix,P1108_46_SV_T2,0,0.09670899025170082
simple_network_matrix,P1108_46_SV_T2,0,0.09231293029224973
simple_network_matrix,P1108_46_SV_T2,0,0.08807162315732282
simple_network_matrix,P1108_46_SV_T2,0,0.08529432043424022
simple_network_matrix,P1108_46_SV_T2,0,0.07961400003957086
simple_network_matrix,P1108_46_SV_T2,0,0.07511156562652727
simple_network_matrix,P1108_46_SV_T2,0,0.07317862914629202
simple_network_matrix,P1108_46_SV_T2,0,0.0748407102183598
simple_network_matrix,P1108_46_SV_T2,0,0.0763895882475722
simple_network_matrix,P1108_46_SV_T2,0,0.07314362958759654
simple_network_matrix,P1108_46_SV_T2,0,0.0710922978646793
simple_network_matrix,P1108_46_SV_T2,0,0.07083454596835818
simple_network_matrix,P1108_46_SV_T2,0,0.06677096760754708
simple_network_matrix,P1108_46_SV_T2,0,0.06450842141043739
simple_network_matrix,P1108_46_SV_T2,0,0.06233487148610149
simple_network_matrix,P1108_46_SV_T2,0,0.05938971974165635
simple_network_matrix,P1108_46_SV_T2,0,0.057029994434186104
simple_network_matrix,P1108_46_SV_T2,0,0.05501956235270677
simple_network_matrix,P1108_46_SV_T2,0,0.054703101790016286
simple_network_matrix,P1108_46_SV_T2,0,0.05608146439388551
simple_network_matrix,P1108_46_SV_T2,0,0.058921289692504576
simple_network_matrix,P1108_46_SV_T2,0,0.06367970341372929
simple_network_matrix,P1108_46_SV_T2,0,0.06875172676507411
simple_network_matrix,P1108_46_SV_T2,0,0.0704337535505235
simple_network_matrix,P1108_46_SV_T2,0,0.07190050734441948
simple_network_matrix,P1108_46_SV_T2,0,0.06966143473120798
simple_network_matrix,P1108_46_SV_T2,0,0.06470682653657074
simple_network_matrix,P1108_46_SV_T2,0,0.06047937715203365
simple_network_matrix,P1108_46_SV_T2,0,0.05863036704292345
simple_network_matrix,P1108_46_SV_T2,0,0.06093934203020061
simple_network_matrix,P1108_46_SV_T2,0,0.06421342313812069
simple_network_matrix,P1108_46_SV_T2,0,0.06802272034065532
simple_network_matrix,P1108_46_SV_T2,0,0.0678549647170794
simple_network_matrix,P1108_46_SV_T2,0,0.06558936378816854
simple_network_matrix,P1108_46_SV_T2,0,0.06452274025550939
simple_network_matrix,P1108_46_SV_T2,0,0.06551056265245193
simple_network_matrix,P1108_46_SV_T2,0,0.06893681835276982
simple_network_matrix,P1108_46_SV_T2,0,0.07502886092340454
simple_network_matrix,P1108_46_SV_T2,0,0.0823349909687052
simple_network_matrix,P1108_46_SV_T2,0,0.08775892767049036
simple_network_matrix,P1108_46_SV_T2,0,0.0944092688621487
simple_network_matrix,P1108_46_SV_T2,0,0.10277565739596829
simple_network_matrix,P1108_46_SV_T2,0,0.10545096356773084
simple_network_matrix,P1108_46_SV_T2,0,0.10665182653802172
simple_network_matrix,P1108_46_SV_T2,0,0.10772314920199375
simple_network_matrix,P1108_46_SV_T2,0,0.10704361382306364
simple_network_matrix,P1108_46_SV_T2,0,0.10271976072062003
simple_network_matrix,P1108_46_SV_T2,0,0.09667832419497081
simple_network_matrix,P1108_46_SV_T2,0,0.09118226391719268
simple_network_matrix,P1108_46_SV_T2,0,0.08792674354564815
simple_network_matrix,P1108_46_SV_T2,0,0.08674970856807208
simple_network_matrix,P1108_46_SV_T2,0,0.08504889947639457
simple_network_matrix,P1108_46_SV_T2,0,0.08083885596044996
simple_network_matrix,P1108_46_SV_T2,0,0.07747023008925195
simple_network_matrix,P1108_46_SV_T2,0,0.07329987656314942
simple_network_matrix,P1108_46_SV_T2,0,0.06762844675607013
simple_network_matrix,P1108_46_SV_T2,0,0.06276568765057072
simple_network_matrix,P1108_46_SV_T2,0,0.05917012775112178
simple_network_matrix,P1108_46_SV_T2,0,0.055935581537897225
simple_network_matrix,P1108_46_SV_T2,0,0.05317115278563841
simple_network_matrix,P1108_46_SV_T2,0,0.05121391352688537
simple_network_matrix,P1108_46_SV_T2,0,0.050434911765587155
simple_network_matrix,P1108_46_SV_T2,0,0.05023043726984586
simple_network_matrix,P1108_46_SV_T2,0,0.05057475793998742
simple_network_matrix,P1108_46_SV_T2,0,0.051011141311394545
simple_network_matrix,P1108_46_SV_T2,0,0.05151874741253325
simple_network_matrix,P1108_46_SV_T2,0,0.05214210367733202
