"trip","datetime","lon","lat","gaps","dive","step_speed","step_direction","lon_std","lat_std","step_speed_std","step_direction_cos","step_direction_sin","FCNet","CNNet","UNet","hmm","fpt"
"P1113_17_LB_T1",2013-11-17 07:27:38,-77.268311,-11.768806,0,0,19.0206609976268,-39.2132188277392,-0.296887820335801,-2.27242048047856,1,0.774798651294064,-0.632208074887453,0.5,0.213685776051922,0.148358829462298,8.57672839714117e-16,0.09375
"P1113_17_LB_T1",2013-11-17 07:28:08,-77.271309,-11.765588,0,0,16.1604117882252,2.60724535911061,-0.561936427071236,-2.16445477919195,0.84962408983797,0.998964825409943,0.0454893129612076,0.5,0.45770953558651,0.0390298049135449,0.685330970567543,0.34375
"P1113_17_LB_T1",2013-11-17 07:28:38,-77.271271,-11.765344,0,0,0.915802408506931,51.035746840318,-0.558576905037591,-2.15626844261216,0.0481477698709417,0.628835407186859,0.777538443209169,0.5,0.628274887058344,0.0053369818653748,1.33376472035115e-13,0.34375
"P1113_17_LB_T1",2013-11-17 07:29:08,-77.271271,-11.765344,0,0,0,-8.66888633692326,-0.558576905037591,-2.15626844261216,0,0.988575881107251,-0.150724010340167,0.5,0.813912745719856,0.0130727365690101,0.995986242874859,0.34375
"P1113_17_LB_T1",2013-11-17 07:29:38,-77.271202,-11.765206,0,0,0.570089282672161,26.0815506066912,-0.552476720293182,-2.15163846536613,0.029972106791835,0.898169190784009,0.439649979786647,0.5,0.805083143336813,0.018890607988625,0.999714073777434,0.34375
"P1113_17_LB_T1",2013-11-17 07:30:08,-77.271286,-11.765059,0,0,0.624977271837279,-55.305247107499,-0.559903032156433,-2.14670653308243,0.0328578103523982,0.569204229666268,-0.822196171804533,0.5,0.743377157051168,0.0141989799266099,0.999985858296993,0.34375
"P1113_17_LB_T1",2013-11-17 07:30:38,-77.271278,-11.765037,0.0333333333333333,0,0.086647359909789,48.8192780025479,-0.559195764361728,-2.14596842076781,0.00455543368974401,0.658436261844204,0.752636491999046,0.5,0.643585136921059,0.0217646108550594,0.99908319761653,0.34375
"P1113_17_LB_T1",2013-11-17 07:31:08,-77.27121,-11.764794,0,0,0.934852379377532,-4.27491052554501,-0.553183988089144,-2.13781563474774,0.0491493108201746,0.997217870648264,-0.074542058327784,0.5,0.415466495814407,0.021797688161794,0.999952704067674,0.34375
"P1113_17_LB_T1",2013-11-17 07:31:38,-77.271255,-11.764748,0,0,0.236327670259124,-59.0831923227831,-0.557162369446925,-2.13627230899911,0.0124247874607833,0.513792942703963,-0.857914221835494,0.5,0.176437543823367,0.00821148253288786,0.997153649740626,0.34375
"P1113_17_LB_T1",2013-11-17 07:32:08,-77.271317,-11.764644,0,0,0.446795620536745,13.4933730459688,-0.56264369486971,-2.13278305078474,0.0234900154412347,0.972396914690274,0.233332895882335,0.5,0.0474600977676034,0.00318938575465907,4.49734816278708e-08,0.34375
