model,FP,TP
simple_network_matrix,1.0,1.0
simple_network_matrix,1.0,1.0
simple_network_matrix,1.0,1.0
simple_network_matrix,1.0,1.0
simple_network_matrix,1.0,1.0
simple_network_matrix,1.0,1.0
simple_network_matrix,0.9981069569332702,1.0
simple_network_matrix,0.9966871746332229,1.0
simple_network_matrix,0.9962139138665405,1.0
simple_network_matrix,0.9952673923331756,1.0
simple_network_matrix,0.9943208707998107,1.0
simple_network_matrix,0.9905347846663511,1.0
simple_network_matrix,0.9843823946994794,1.0
simple_network_matrix,0.9782300047326077,1.0
simple_network_matrix,0.972077614765736,1.0
simple_network_matrix,0.9649787032654993,1.0
simple_network_matrix,0.9498343587316611,1.0
simple_network_matrix,0.9337434926644581,1.0
simple_network_matrix,0.9129200189304306,1.0
simple_network_matrix,0.8968291528632276,1.0
simple_network_matrix,0.8778987221959299,1.0
simple_network_matrix,0.8556554661618552,1.0
simple_network_matrix,0.8277330809275911,1.0
simple_network_matrix,0.7998106956933271,1.0
simple_network_matrix,0.7643161381921438,1.0
simple_network_matrix,0.7321344060577378,1.0
simple_network_matrix,0.6942735447231424,1.0
simple_network_matrix,0.6516800757217227,1.0
simple_network_matrix,0.6086133459536205,0.9893617021276596
simple_network_matrix,0.5773781353525793,0.9787234042553191
simple_network_matrix,0.5522953147184099,0.9787234042553191
simple_network_matrix,0.5314718409843824,0.9787234042553191
simple_network_matrix,0.5134879318504496,0.9787234042553191
simple_network_matrix,0.49645054424988166,0.9787234042553191
simple_network_matrix,0.4789398958826313,0.9680851063829787
simple_network_matrix,0.4656885944155229,0.9680851063829787
simple_network_matrix,0.4434453383814482,0.9680851063829787
simple_network_matrix,0.4202555608140085,0.9680851063829787
simple_network_matrix,0.4017983909133933,0.9680851063829787
simple_network_matrix,0.3918599148130619,0.9574468085106383
simple_network_matrix,0.3776620918125888,0.9574468085106383
simple_network_matrix,0.3596781826786559,0.9574468085106383
simple_network_matrix,0.3431140558447705,0.9468085106382979
simple_network_matrix,0.32323710364410796,0.925531914893617
simple_network_matrix,0.3080927591102698,0.9148936170212766
simple_network_matrix,0.29389493610979645,0.9148936170212766
simple_network_matrix,0.28111689540937057,0.8829787234042553
simple_network_matrix,0.2692853762423095,0.8723404255319149
simple_network_matrix,0.25366777094178894,0.851063829787234
simple_network_matrix,0.23710364410790352,0.7659574468085106
simple_network_matrix,0.22195929957406535,0.7021276595744681
simple_network_matrix,0.20302886890676763,0.6595744680851063
simple_network_matrix,0.18646474207288222,0.6170212765957447
simple_network_matrix,0.17084713677236163,0.574468085106383
simple_network_matrix,0.15097018457169897,0.5319148936170213
simple_network_matrix,0.12825366777094183,0.4787234042553192
simple_network_matrix,0.10506389020350215,0.39361702127659576
simple_network_matrix,0.08376715570279225,0.32978723404255317
simple_network_matrix,0.059630856601987636,0.23404255319148937
simple_network_matrix,0.03265499290108853,0.14893617021276595
simple_network_matrix,0.019876952200662545,0.06382978723404255
simple_network_matrix,0.017037387600567944,0.0
simple_network_matrix,0.0132513014671084,0.0
simple_network_matrix,0.010884997633696214,0.0
simple_network_matrix,0.0023663038334121866,0.0
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
