"ID","step","angle","datetime","dive","x","y","prediction"
"P1108_6_SV_T2",0.177042273979785,0.0876835392457604,2008-11-25 21:35:30,0,-77.454822,-11.744152,0.000550649551014057
"P1108_6_SV_T2",0.180868518431404,-0.126666516481109,2008-11-25 21:35:45,0,-77.453908,-11.745475,0.000291534461304169
"P1108_6_SV_T2",0.169123820021978,0.337308103287406,2008-11-25 21:36:00,0,-77.453155,-11.746932,0.000682450382170524
"P1108_6_SV_T2",0.165657028123003,-0.515988395969989,2008-11-25 21:36:15,0,-77.452033,-11.747988,0.00163638669829444
"P1108_6_SV_T2",0.164806348858329,-0.109448372228106,2008-11-25 21:36:30,0,-77.451595,-11.749422,0.000466616915552585
"P1108_6_SV_T2",0.178326204223972,0.0377096073420567,2008-11-25 21:36:45,0,-77.45132,-11.750887,0.000266276317038809
"P1108_6_SV_T2",0.182453337578481,0.336468198026407,2008-11-25 21:37:00,0,-77.450962,-11.75246,0.000462616910450807
"P1108_6_SV_T2",0.185085855985808,-0.264348609574727,2008-11-25 21:37:15,0,-77.450077,-11.75386,0.000367962526938044
"P1108_6_SV_T2",0.182330101082651,-0.0147696042990181,2008-11-25 21:37:30,0,-77.449587,-11.755462,0.000247748629355552
"P1108_6_SV_T2",0.179992365074278,0.00812209777643305,2008-11-25 21:37:45,0,-77.449128,-11.757047,0.000247849487472235
"P1108_6_SV_T2",0.185306660718931,-0.0382740074326063,2008-11-25 21:38:00,0,-77.448662,-11.758608,0.000247159093716605
"P1108_6_SV_T2",0.179038248171099,-0.151469492409699,2008-11-25 21:38:15,0,-77.448245,-11.760232,0.000285806315053437
"P1108_6_SV_T2",0.172359008497095,0.0605017050882773,2008-11-25 21:38:30,0,-77.448087,-11.761843,0.000304255547696036
"P1108_6_SV_T2",0.165100813923591,0.197095167299479,2008-11-25 21:38:45,0,-77.44784,-11.763382,0.00065301202942232
"P1108_6_SV_T2",0.169197592260754,0.422688309438061,2008-11-25 21:39:00,0,-77.447315,-11.764782,0.00388183122790535
"P1108_6_SV_T2",0.178353491117672,-0.1098583963769,2008-11-25 21:39:15,0,-77.446227,-11.765873,0.0328682049984318
"P1108_6_SV_T2",0.11339608389445,0.0892226596729891,2008-11-25 21:39:30,0,-77.445215,-11.76714,0.984860373820783
"P1108_6_SV_T2",0.0307726817446826,-0.104113232419323,2008-11-25 21:39:45,1,-77.4445012857143,-11.7678858571429,1
"P1108_6_SV_T2",0.183983894488608,0.0331486312102413,2008-11-25 21:40:00,0,-77.44433,-11.768107,0.0308268094729881
"P1108_6_SV_T2",0.160934467496325,0.34255270190395,2008-11-25 21:40:15,0,-77.443262,-11.769395,0.00419586925744737
"P1108_6_SV_T2",0.163693184934902,-0.438043911494528,2008-11-25 21:40:30,0,-77.441998,-11.770147,0.00168667265379458
"P1108_6_SV_T2",0.184744841175522,0.22502518054252,2008-11-25 21:40:45,0,-77.441163,-11.771377,0.000753555196572029
"P1108_6_SV_T2",0.19119463649095,0.0459536870010248,2008-11-25 21:41:00,0,-77.43993,-11.772523,0.00914782330117926
"P1108_6_SV_T2",0.148754714827149,-0.435308158147363,2008-11-25 21:41:15,1,-77.4386,-11.77365,0.291583446789019
"P1108_6_SV_T2",0.0278834629245207,1.952328880374,2008-11-25 21:41:30,0,-77.438037,-11.774875,1
"P1108_6_SV_T2",0.174844888334733,-1.87476103708058,2008-11-25 21:41:45,0,-77.43786,-11.774693,0.999985091678519
