model,FP,TP
simple_network_matrix,0.9998405103668262,1.0
simple_network_matrix,0.9996810207336523,1.0
simple_network_matrix,0.999043062200957,1.0
simple_network_matrix,0.99792663476874,1.0
simple_network_matrix,0.9972886762360447,1.0
simple_network_matrix,0.9966507177033492,1.0
simple_network_matrix,0.9953748006379586,1.0
simple_network_matrix,0.9937799043062201,1.0
simple_network_matrix,0.9923444976076555,1.0
simple_network_matrix,0.990909090909091,1.0
simple_network_matrix,0.9894736842105263,1.0
simple_network_matrix,0.9880382775119617,1.0
simple_network_matrix,0.986762360446571,1.0
simple_network_matrix,0.9846889952153111,1.0
simple_network_matrix,0.9824561403508771,1.0
simple_network_matrix,0.9792663476874003,1.0
simple_network_matrix,0.9748006379585327,1.0
simple_network_matrix,0.9711323763955343,1.0
simple_network_matrix,0.9658692185007974,1.0
simple_network_matrix,0.9615629984051036,1.0
simple_network_matrix,0.9558213716108453,1.0
simple_network_matrix,0.940829346092504,1.0
simple_network_matrix,0.9312599681020733,1.0
simple_network_matrix,0.9210526315789473,1.0
simple_network_matrix,0.9059011164274322,1.0
simple_network_matrix,0.8851674641148325,1.0
simple_network_matrix,0.8634768740031898,1.0
simple_network_matrix,0.8443381180223285,1.0
simple_network_matrix,0.8237639553429027,0.9966555183946488
simple_network_matrix,0.8003189792663477,0.9966555183946488
simple_network_matrix,0.7582137161084529,0.9966555183946488
simple_network_matrix,0.724401913875598,0.9966555183946488
simple_network_matrix,0.6966507177033493,0.9966555183946488
simple_network_matrix,0.6639553429027113,0.9966555183946488
simple_network_matrix,0.6366826156299841,0.9966555183946488
simple_network_matrix,0.6097288676236045,0.9966555183946488
simple_network_matrix,0.5808612440191387,0.9933110367892977
simple_network_matrix,0.5555023923444976,0.9866220735785953
simple_network_matrix,0.527591706539075,0.9866220735785953
simple_network_matrix,0.5076555023923445,0.9765886287625418
simple_network_matrix,0.4834130781499202,0.9732441471571907
simple_network_matrix,0.4553429027113238,0.9665551839464883
simple_network_matrix,0.43189792663476867,0.9632107023411371
simple_network_matrix,0.41116427432216907,0.9431438127090301
simple_network_matrix,0.39218500797448164,0.9264214046822743
simple_network_matrix,0.36379585326953756,0.8862876254180602
simple_network_matrix,0.3405103668261563,0.8528428093645485
simple_network_matrix,0.31881977671451356,0.8327759197324415
simple_network_matrix,0.30031897926634765,0.802675585284281
simple_network_matrix,0.2762360446570973,0.7491638795986622
simple_network_matrix,0.24035087719298243,0.7023411371237458
simple_network_matrix,0.19840510366826158,0.5919732441471572
simple_network_matrix,0.16427432216905902,0.47157190635451507
simple_network_matrix,0.13795853269537484,0.3612040133779264
simple_network_matrix,0.09856459330143541,0.2508361204013378
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
simple_network_matrix,0.0,0.0
